DATE,OPEN,HIGH,LOW,CLOSE,SHARES,TRADES
16-10-2018,162.10,166.70,161.15,165.50,509322,6160
15-10-2018,157.95,160.95,156.85,160.00,358361,6592
12-10-2018,154.75,157.80,154.15,157.20,324091,3328
11-10-2018,147.70,159.60,147.00,152.90,1109341,9434
10-10-2018,146.00,151.35,146.00,148.65,629957,7440
09-10-2018,150.00,153.90,145.80,146.90,326763,4332
08-10-2018,149.45,151.00,144.90,149.80,894968,8304
05-10-2018,162.00,162.00,146.00,146.95,2781466,25322
04-10-2018,181.90,182.70,164.00,174.80,301164,3002
03-10-2018,179.25,183.45,178.45,181.60,272838,2522
01-10-2018,178.00,180.40,174.70,179.00,186761,2233
28-09-2018,177.10,181.00,172.50,177.25,220730,4393
27-09-2018,181.00,181.80,175.15,176.00,195717,3164
26-09-2018,184.10,184.40,179.05,180.50,792662,3067
25-09-2018,181.40,184.40,179.65,182.00,296446,6034
24-09-2018,180.80,185.00,179.05,180.10,744725,7536
21-09-2018,177.00,181.20,176.50,180.10,1995114,4487
19-09-2018,173.00,178.50,173.00,176.65,912823,3990
18-09-2018,171.70,174.50,171.55,173.35,168269,2446
17-09-2018,172.00,173.30,170.10,171.75,217242,2331
14-09-2018,169.45,174.00,168.55,172.90,188244,1846
12-09-2018,168.50,170.75,167.40,168.50,241516,2332
11-09-2018,169.00,169.95,167.60,167.80,194778,2520
10-09-2018,172.50,172.50,168.20,168.65,229364,1850
07-09-2018,175.95,175.95,171.50,172.15,660688,1378
06-09-2018,174.00,176.00,170.60,174.65,228380,2512
05-09-2018,176.00,176.00,170.75,173.80,337560,2281
04-09-2018,177.15,181.30,173.65,174.30,265060,3127
03-09-2018,180.00,180.80,176.25,177.05,139706,1215
31-08-2018,179.70,181.30,178.00,179.95,332351,2947
30-08-2018,177.70,181.80,176.20,177.75,492900,3683
29-08-2018,176.00,178.75,174.50,177.30,265307,2469
28-08-2018,176.50,178.55,173.45,174.55,246539,2041
27-08-2018,175.20,176.90,175.05,176.20,252225,2376
24-08-2018,171.75,176.50,170.75,174.90,481810,3841
23-08-2018,171.00,172.20,169.00,171.75,234458,2782
21-08-2018,170.00,171.00,166.90,169.75,206816,2456
20-08-2018,163.90,170.00,163.85,168.55,407006,3524
17-08-2018,165.30,165.30,162.60,163.10,139805,1706
16-08-2018,166.40,166.55,163.15,164.10,175123,2333
14-08-2018,166.85,166.95,165.10,166.35,141240,1483
13-08-2018,169.80,169.80,165.55,166.15,111980,1068
10-08-2018,169.00,170.80,168.20,169.25,196212,2756
09-08-2018,173.00,174.00,168.35,168.90,305228,2201
08-08-2018,168.30,172.40,167.95,171.90,365894,4975
07-08-2018,169.40,169.90,166.15,167.10,5786878,6046
06-08-2018,167.00,169.65,166.85,169.20,368018,4662
03-08-2018,170.45,171.00,166.15,166.80,845921,7727
02-08-2018,169.75,170.70,164.25,166.00,925132,5744
01-08-2018,166.50,168.75,165.50,166.70,435268,2668
31-07-2018,165.00,166.50,163.10,165.50,412969,2076
30-07-2018,162.90,166.40,161.15,164.10,357292,2421
27-07-2018,162.35,162.70,160.15,161.30,204111,2166
26-07-2018,159.50,163.00,158.20,162.15,231132,1762
25-07-2018,157.50,160.70,157.30,159.00,219029,2397
24-07-2018,156.75,158.10,156.10,157.10,221376,2119
23-07-2018,158.50,159.00,154.90,156.50,261108,2032
20-07-2018,161.75,162.60,156.65,157.85,366928,2617
19-07-2018,162.30,165.10,160.65,161.40,395015,4508
18-07-2018,157.50,164.65,156.95,160.30,944626,6597
17-07-2018,154.25,157.15,152.55,156.10,251417,1977
16-07-2018,155.00,156.10,153.25,153.90,156512,1681
13-07-2018,159.00,159.00,154.05,154.60,217718,1672
12-07-2018,158.80,160.20,154.90,159.05,1052118,2284
11-07-2018,158.85,158.85,156.70,157.65,313249,2154
10-07-2018,157.60,159.75,157.30,157.85,228677,1642
09-07-2018,156.00,158.00,155.30,157.35,188777,2405
06-07-2018,156.40,157.30,155.25,155.65,203255,1610
05-07-2018,156.00,157.40,154.50,156.35,146958,1441
04-07-2018,158.00,158.00,155.15,155.95,585516,1262
03-07-2018,155.00,161.45,155.00,157.85,373628,2898
02-07-2018,157.00,157.90,153.70,155.85,205485,1720
29-06-2018,154.50,159.00,154.40,158.20,226177,1737
28-06-2018,155.60,158.40,152.45,154.05,257754,2222
27-06-2018,159.00,159.00,154.00,156.15,339334,3240
26-06-2018,156.50,158.55,156.20,158.05,260655,2376
25-06-2018,160.10,160.45,156.25,156.70,1282849,2782
22-06-2018,160.00,161.00,158.70,159.45,180452,1384
21-06-2018,162.80,163.55,158.50,159.70,1393047,3357
20-06-2018,166.30,166.30,162.25,162.80,195797,2618
19-06-2018,166.00,166.80,163.55,164.85,150485,1390
18-06-2018,165.00,167.30,163.30,164.35,185294,3479
15-06-2018,168.00,168.10,164.60,165.45,343933,3008
14-06-2018,170.00,171.00,167.10,168.50,200717,1767
13-06-2018,171.50,171.70,168.70,170.00,341806,1891
12-06-2018,173.00,175.40,170.75,171.35,169883,1669
11-06-2018,174.25,174.25,172.75,173.25,1120007,1990
08-06-2018,172.20,174.80,172.10,173.50,161788,1409
07-06-2018,172.65,173.40,170.90,172.70,237608,1458
06-06-2018,170.60,172.20,169.85,170.35,104448,1122
05-06-2018,172.00,172.20,169.20,171.15,227165,2055
04-06-2018,175.00,175.00,170.00,171.25,269828,2265
01-06-2018,176.30,176.30,170.70,172.95,425726,3264
31-05-2018,178.00,180.05,175.15,177.35,686569,5547
30-05-2018,176.00,178.30,172.75,173.95,526413,3707
29-05-2018,175.50,177.25,173.70,175.45,320051,2315
28-05-2018,176.45,178.80,173.80,175.95,672959,2838
25-05-2018,166.70,176.75,163.00,175.35,787576,5847
24-05-2018,176.00,177.00,155.45,167.65,1864862,14400
23-05-2018,187.00,187.00,174.40,175.55,296667,2934
22-05-2018,187.50,189.50,180.75,184.30,260981,2075
21-05-2018,186.00,188.65,184.30,185.60,194323,1495
18-05-2018,189.90,191.65,184.65,185.05,586980,2109
17-05-2018,187.05,189.35,185.05,188.75,228246,2126
16-05-2018,185.10,190.00,184.15,187.05,574688,5813
15-05-2018,188.30,191.85,184.50,188.75,440932,5049
14-05-2018,187.30,188.50,184.90,187.45,150681,1497
11-05-2018,188.10,188.75,185.70,187.30,245141,1698
10-05-2018,184.70,189.15,184.00,188.15,945362,11494
09-05-2018,183.95,185.65,182.50,182.90,183165,1242
08-05-2018,184.80,186.00,179.40,182.95,388642,2796
07-05-2018,181.00,184.35,180.80,183.60,221090,7159
04-05-2018,182.00,184.85,179.25,180.30,232654,2061
03-05-2018,180.00,182.35,179.80,180.70,133830,1957
02-05-2018,181.00,181.50,179.35,179.70,740305,4607
30-04-2018,179.45,181.95,179.00,180.50,103158,882
27-04-2018,181.00,182.95,179.90,180.75,210523,1351
26-04-2018,178.70,182.20,177.40,181.15,263363,1426
25-04-2018,182.45,182.45,178.75,179.55,183448,1335
24-04-2018,181.80,183.00,181.50,182.60,254940,1514
23-04-2018,182.50,184.50,179.50,180.90,189657,1569
20-04-2018,184.95,184.95,181.15,182.35,173974,1346
19-04-2018,183.00,186.00,180.50,183.15,320206,2394
18-04-2018,180.10,182.70,179.30,181.80,138417,1160
17-04-2018,181.80,182.00,179.35,180.80,108716,1270
16-04-2018,181.75,182.40,179.95,181.50,126209,2661
13-04-2018,180.65,183.50,180.65,182.50,143988,2151
12-04-2018,183.00,183.90,180.75,181.40,214236,2231
11-04-2018,182.00,185.55,180.30,181.70,638849,4932
10-04-2018,178.40,180.75,178.20,180.10,186254,1660
09-04-2018,177.35,179.00,176.30,178.40,215507,1669
06-04-2018,179.90,179.90,176.30,176.90,464853,1593
05-04-2018,177.85,177.90,175.70,177.15,143514,1279
04-04-2018,178.95,178.95,174.90,175.55,147375,1508
03-04-2018,178.05,179.10,176.55,177.70,195943,4177
02-04-2018,178.50,180.90,178.50,180.00,186025,1477
28-03-2018,178.00,178.85,176.15,177.80,163343,1783
27-03-2018,178.60,180.25,177.05,179.60,229908,1641
26-03-2018,179.80,180.00,176.00,178.65,479140,2940
23-03-2018,177.00,179.30,176.10,177.25,361720,2187
22-03-2018,176.90,181.60,176.70,178.70,570874,3509
21-03-2018,174.60,177.30,173.85,175.45,256505,1830
20-03-2018,178.00,178.00,173.65,174.10,207817,2349
19-03-2018,178.00,178.35,176.10,176.60,193280,1449
16-03-2018,181.00,181.00,176.60,177.40,487466,2282
15-03-2018,181.90,181.90,179.00,181.50,2453844,1958
14-03-2018,183.40,184.10,179.85,180.60,1264387,4735
13-03-2018,182.10,184.00,181.15,183.40,437663,1235
12-03-2018,179.80,184.50,179.00,183.65,971771,2160
09-03-2018,181.00,182.70,179.00,179.65,138251,1414
08-03-2018,181.10,182.50,179.35,180.15,196478,1419
07-03-2018,185.00,185.15,178.80,180.95,359109,4072
06-03-2018,185.00,187.05,184.75,185.25,204157,1566
05-03-2018,190.00,190.10,184.50,185.50,333221,2093
01-03-2018,188.80,190.30,187.85,189.55,286413,1641
28-02-2018,187.80,190.00,186.20,188.50,170266,1433
27-02-2018,191.00,194.15,187.15,188.40,400893,2830
26-02-2018,191.00,191.85,189.75,190.75,183882,1453
23-02-2018,187.00,191.00,186.55,190.00,328024,2072
22-02-2018,188.90,188.90,185.05,186.20,446360,3317
21-02-2018,187.05,190.75,184.85,190.10,320184,2366
20-02-2018,184.05,188.30,184.05,187.00,286314,2140
19-02-2018,186.90,186.90,181.85,184.95,311938,2096
16-02-2018,187.00,189.20,186.00,186.60,224353,1394
15-02-2018,188.00,189.00,185.05,188.40,384936,2448
14-02-2018,191.45,191.60,184.50,185.85,1200311,5423
12-02-2018,192.00,194.50,190.30,190.85,1469026,6836
09-02-2018,188.00,190.15,184.90,187.75,689570,4829
08-02-2018,191.00,192.00,188.05,188.55,318012,2650
07-02-2018,188.00,191.20,187.00,189.80,726828,4158
06-02-2018,184.40,186.90,181.25,185.65,633048,4991
05-02-2018,192.00,192.20,188.30,188.85,414821,3003
02-02-2018,194.00,197.95,188.00,192.45,1213222,6637
01-02-2018,204.00,207.10,194.15,195.10,793893,5672
31-01-2018,202.75,204.55,198.55,203.35,713133,3726
30-01-2018,204.50,208.00,203.35,203.80,3028309,3320
29-01-2018,208.45,208.45,204.10,204.95,712985,3167
25-01-2018,212.00,212.90,207.00,208.25,544361,4229
24-01-2018,208.10,211.70,208.00,210.50,1168536,8789
23-01-2018,201.75,208.45,200.35,207.15,3743055,10794
22-01-2018,199.00,206.00,198.00,199.95,1873178,12823
19-01-2018,193.50,195.95,191.65,193.60,550460,3946
18-01-2018,196.00,197.45,193.25,194.05,306334,2872
17-01-2018,197.00,198.40,194.30,195.65,320866,2116
16-01-2018,197.50,198.25,195.00,197.10,636579,5191
15-01-2018,200.25,200.35,195.60,196.55,370496,4148
12-01-2018,198.90,201.45,197.15,200.25,889707,4201
11-01-2018,198.50,199.60,196.50,197.75,656805,3647
10-01-2018,198.75,200.00,196.90,197.35,856385,4013
09-01-2018,198.00,198.95,196.50,196.90,291413,1674
08-01-2018,198.70,199.75,196.40,197.15,272051,3265
05-01-2018,199.50,200.30,195.90,197.70,669259,3938
04-01-2018,194.80,199.80,194.80,199.35,1048166,8276
03-01-2018,197.50,197.50,193.25,193.70,318748,2080
02-01-2018,195.00,197.50,194.90,196.95,854179,5609
01-01-2018,194.00,195.55,191.75,192.40,485094,2197
29-12-2017,194.80,195.10,192.45,194.65,356580,2269
28-12-2017,193.50,194.40,192.05,193.00,422793,3452
27-12-2017,196.00,196.20,191.40,192.55,885515,3680
26-12-2017,194.00,197.25,193.00,193.80,3182659,5026
22-12-2017,189.00,193.85,187.90,193.40,1078398,11052
21-12-2017,188.50,189.55,187.15,188.00,291752,3263
20-12-2017,190.40,191.00,187.40,187.90,559210,3737
19-12-2017,182.05,185.95,182.05,185.20,581976,5111
18-12-2017,183.00,183.85,177.10,182.75,805381,3191
15-12-2017,184.55,186.10,182.10,182.85,250880,2166
14-12-2017,186.25,186.65,182.40,184.45,450529,3523
13-12-2017,183.20,187.00,183.20,183.75,878992,6473
12-12-2017,179.70,184.20,179.70,182.95,597146,4187
11-12-2017,180.50,181.40,177.80,178.90,201975,2022
08-12-2017,178.45,181.85,177.50,180.30,380315,3924
07-12-2017,175.80,177.45,175.60,177.10,217422,4888
06-12-2017,178.10,179.15,175.10,175.80,306769,2761
05-12-2017,180.00,180.70,177.40,178.40,357450,3252
04-12-2017,181.90,183.45,180.60,181.15,383902,2707
01-12-2017,182.00,182.90,179.00,179.75,275118,1540
30-11-2017,182.00,182.00,179.60,180.55,315614,1509
29-11-2017,180.00,184.20,180.00,182.15,384068,1829
28-11-2017,183.70,183.70,180.30,181.50,322544,2001
27-11-2017,181.10,184.35,181.10,183.45,673432,3375
24-11-2017,181.70,182.50,180.40,180.90,177495,1303
23-11-2017,180.75,182.70,180.65,181.45,317862,1749
22-11-2017,180.90,182.60,180.05,180.75,442553,3358
21-11-2017,180.20,182.00,178.30,180.85,454772,2570
20-11-2017,178.00,180.60,177.75,180.00,442002,2376
17-11-2017,183.70,183.70,177.10,177.50,642222,5421
16-11-2017,178.20,182.80,177.10,179.35,506352,5991
15-11-2017,181.05,181.50,175.65,177.35,1205976,7738
14-11-2017,184.20,184.90,181.40,182.00,558019,3513
13-11-2017,190.10,190.20,183.50,184.30,807367,5143
10-11-2017,188.05,192.60,188.05,190.80,661214,3070
09-11-2017,193.00,194.95,185.90,189.50,839128,5201
08-11-2017,194.10,195.70,190.90,192.05,857840,5226
07-11-2017,202.00,205.50,193.00,193.85,1559614,9348
06-11-2017,193.90,200.20,191.25,198.65,1810274,11408
03-11-2017,188.00,192.10,186.20,191.35,646009,3755
02-11-2017,192.00,192.20,187.60,188.00,375297,3302
01-11-2017,192.00,193.00,190.10,190.90,379856,3451
31-10-2017,186.00,192.00,184.70,191.10,1068102,6859
30-10-2017,187.70,191.15,186.00,186.65,1104706,7709
27-10-2017,177.70,184.90,177.35,183.55,934690,5912
26-10-2017,176.90,180.10,175.70,177.30,453525,3112
25-10-2017,176.55,178.65,175.60,176.80,398971,2631
24-10-2017,171.65,177.15,171.20,176.00,852843,6103
23-10-2017,172.65,173.35,170.55,171.60,288596,2124
19-10-2017,175.00,175.00,171.50,172.15,118760,1172
18-10-2017,170.05,174.90,170.05,174.20,397577,2599
17-10-2017,171.75,172.00,170.00,171.20,207315,1317
16-10-2017,170.15,172.85,170.15,171.90,276081,1736
13-10-2017,169.55,170.55,168.55,170.10,412465,1966
12-10-2017,169.55,170.65,167.80,169.95,332725,1588
11-10-2017,171.20,172.10,168.10,169.35,247972,2180
10-10-2017,171.00,172.15,169.25,170.20,249389,1800
09-10-2017,173.50,173.55,170.55,170.95,213900,1579
06-10-2017,171.00,174.55,171.00,173.70,342576,2623
05-10-2017,172.10,172.65,170.70,170.95,217819,1390
04-10-2017,171.30,172.60,170.15,172.00,237651,1920
03-10-2017,173.30,174.05,170.00,170.45,341489,2710
29-09-2017,172.00,174.15,170.00,170.65,428164,3243
28-09-2017,169.50,173.25,166.70,172.05,974927,5753
27-09-2017,172.50,173.80,169.45,170.20,565837,4782
26-09-2017,165.60,172.55,165.60,171.55,1378086,9448
25-09-2017,164.40,165.25,161.10,164.45,1343648,4218
22-09-2017,165.15,165.25,163.30,164.45,298474,1833
21-09-2017,167.55,168.20,163.85,166.00,1033705,4277
20-09-2017,166.10,171.10,164.55,167.55,1219116,7202
19-09-2017,164.90,166.55,163.90,165.95,1991745,4355
18-09-2017,167.10,167.75,164.80,165.40,1523785,4918
15-09-2017,159.50,167.75,159.10,166.90,1371365,7721
14-09-2017,162.30,162.45,158.30,159.40,455069,2536
13-09-2017,161.55,163.35,161.00,161.20,606780,2596
12-09-2017,163.40,163.40,161.55,162.15,278698,2316
11-09-2017,161.55,163.80,161.05,163.40,542676,3110
08-09-2017,162.50,163.20,159.45,161.90,531617,3863
07-09-2017,162.55,163.10,161.65,162.50,707305,4176
06-09-2017,162.05,163.85,161.90,162.25,326038,2488
05-09-2017,162.90,163.65,161.50,162.85,772910,3582
04-09-2017,159.90,162.00,159.00,161.60,474125,3144
01-09-2017,158.45,160.20,157.45,159.90,516212,2670
31-08-2017,160.05,160.55,156.10,157.00,711526,4567
30-08-2017,159.15,159.15,157.75,158.60,404151,2698
29-08-2017,160.60,160.60,157.00,157.25,452614,3737
28-08-2017,161.00,161.45,159.75,160.60,233910,1486
24-08-2017,160.25,160.25,159.05,159.35,250919,1822
23-08-2017,161.50,161.50,159.15,159.60,186891,1349
22-08-2017,158.10,160.30,157.60,159.30,363012,3656
21-08-2017,161.95,164.60,156.90,157.55,453353,4472
18-08-2017,160.95,161.70,159.80,160.75,353467,2227
17-08-2017,161.00,161.65,160.15,160.50,244708,2896
16-08-2017,162.00,162.00,159.55,161.00,280481,2772
14-08-2017,160.20,162.25,160.10,161.75,253475,2655
11-08-2017,162.00,162.00,159.10,160.20,1861487,5508
10-08-2017,165.55,165.55,162.20,163.70,724638,3730
09-08-2017,163.50,166.40,162.55,165.55,696883,3420
08-08-2017,166.10,166.90,162.60,163.95,426803,3169
07-08-2017,166.55,167.25,165.10,166.10,334756,2322
04-08-2017,167.00,167.30,163.90,166.55,642629,3721
03-08-2017,165.40,166.80,163.35,165.90,600162,3580
02-08-2017,168.00,168.00,164.10,165.55,320741,2002
01-08-2017,170.00,170.80,166.85,167.30,392611,2983
31-07-2017,165.20,169.95,165.00,169.35,939772,6361
28-07-2017,161.70,165.25,160.35,164.70,750350,7094
27-07-2017,165.00,165.10,162.75,163.45,1600038,6887
26-07-2017,164.00,164.60,163.30,164.00,349168,2993
25-07-2017,163.90,164.00,161.85,163.65,514106,3749
24-07-2017,165.00,165.00,161.80,163.20,507199,4294
21-07-2017,166.50,166.80,163.70,164.55,662631,3530
20-07-2017,162.25,167.80,162.00,165.90,2434216,11790
19-07-2017,162.00,163.50,160.00,163.05,693214,4744
18-07-2017,160.80,162.00,159.60,161.75,832945,4662
17-07-2017,160.00,160.90,158.80,160.05,425079,3662
14-07-2017,160.00,160.10,157.90,158.55,564700,3570
13-07-2017,164.80,164.80,158.90,159.10,953190,6965
12-07-2017,160.35,165.75,160.35,162.85,2141522,10757
11-07-2017,163.00,163.25,160.00,160.30,479874,3690
10-07-2017,159.60,163.95,159.20,162.80,3444043,31124
07-07-2017,161.90,162.00,159.25,159.65,476054,3435
06-07-2017,163.00,163.60,160.20,161.40,619571,4284
05-07-2017,160.00,163.50,160.00,162.65,502470,2845
04-07-2017,159.90,161.60,159.20,159.95,578132,4152
03-07-2017,157.30,159.30,156.00,159.05,509145,3893
30-06-2017,159.00,159.00,156.45,157.30,558473,3834
29-06-2017,159.50,161.00,157.30,157.90,726377,4416
28-06-2017,162.00,162.00,157.50,158.15,644828,3908
27-06-2017,158.20,160.80,155.30,159.95,516481,4002
23-06-2017,160.75,161.30,157.30,158.00,1495332,3767
22-06-2017,166.35,166.35,160.10,160.50,942471,6403
21-06-2017,168.70,168.70,164.65,165.15,465871,4041
20-06-2017,168.00,170.15,166.00,168.70,845635,4001
19-06-2017,168.10,168.30,164.70,166.05,320418,2738
16-06-2017,167.00,168.00,165.20,166.85,486900,3185
15-06-2017,170.40,170.95,167.00,167.50,539693,3995
14-06-2017,169.20,170.05,168.30,169.50,377297,1943
13-06-2017,169.00,169.60,167.90,169.10,465285,3507
12-06-2017,169.20,170.50,168.10,168.35,545954,2952
09-06-2017,172.00,172.00,167.95,169.15,644913,3883
08-06-2017,171.10,171.50,169.15,170.40,740612,4408
07-06-2017,172.00,174.00,171.60,172.45,1093947,3913
06-06-2017,175.10,175.85,171.20,171.50,4521607,5677
05-06-2017,174.90,177.95,174.20,175.50,2205338,7180
02-06-2017,175.00,175.50,173.20,173.90,231861,1834
01-06-2017,177.50,177.50,172.80,173.85,575478,5831
31-05-2017,178.35,178.35,175.40,177.05,3058685,6144
30-05-2017,175.60,179.05,174.00,178.35,1313452,4222
29-05-2017,175.00,177.05,171.35,175.10,1086715,4907
26-05-2017,175.00,177.90,174.10,175.80,1076662,4222
25-05-2017,175.00,175.60,173.45,174.15,1126144,5081
24-05-2017,175.55,176.15,172.90,173.50,611348,3178
23-05-2017,178.05,178.05,173.65,174.50,1047147,4803
22-05-2017,182.00,182.00,176.70,177.30,768135,3611
19-05-2017,182.95,182.95,179.25,180.00,918620,3556
18-05-2017,184.10,184.40,180.50,180.95,449755,2804
17-05-2017,185.00,186.65,183.70,184.10,681733,3237
16-05-2017,187.10,187.40,184.55,185.10,681172,2885
15-05-2017,187.05,188.15,186.30,186.90,680999,3580
12-05-2017,184.00,186.20,183.95,184.75,307009,3165
11-05-2017,187.95,190.00,183.80,184.20,541205,4877
10-05-2017,187.40,188.40,185.75,187.85,308014,4126
09-05-2017,186.00,187.70,185.60,186.05,1261364,6386
08-05-2017,184.90,188.05,184.20,186.20,898469,4062
05-05-2017,188.50,188.50,182.35,183.40,759461,4980
04-05-2017,192.30,192.35,188.15,188.75,369267,3917
03-05-2017,194.10,194.75,190.40,190.95,1136667,6251
02-05-2017,188.10,193.80,187.45,192.15,1841526,10485
28-04-2017,179.30,187.25,179.30,186.30,1625021,8118
27-04-2017,181.00,181.00,178.60,179.55,345536,2563
26-04-2017,181.90,181.90,180.00,180.30,323327,2362
25-04-2017,182.90,182.90,180.40,181.50,506677,2333
24-04-2017,181.00,182.20,180.65,181.50,297362,2010
21-04-2017,181.00,182.10,179.50,179.90,524745,3709
20-04-2017,180.50,183.30,178.95,179.45,440852,3630
19-04-2017,181.00,181.95,179.30,179.85,419307,3784
18-04-2017,183.10,184.45,180.60,181.05,347107,4235
17-04-2017,185.10,185.25,182.65,183.10,292818,2989
13-04-2017,186.70,186.90,184.70,185.10,302967,2349
12-04-2017,188.20,188.65,185.85,186.80,378778,2906
11-04-2017,188.00,188.25,186.75,187.50,427033,2471
10-04-2017,187.00,187.65,186.05,186.40,293767,2129
07-04-2017,187.50,188.50,185.70,186.35,384027,3916
06-04-2017,186.25,187.60,185.40,187.20,673907,3139
05-04-2017,186.10,186.90,184.90,186.25,381488,4879
03-04-2017,186.00,186.90,184.95,185.75,328530,2515
31-03-2017,186.00,186.35,184.35,185.05,431236,2874
30-03-2017,187.20,188.30,183.50,184.45,728376,5488
29-03-2017,188.00,188.25,186.40,186.95,389762,3658
28-03-2017,189.35,189.90,186.65,187.15,432615,4408
27-03-2017,192.00,192.50,188.90,189.20,488421,3675
24-03-2017,193.50,193.50,191.55,192.00,418400,3295
23-03-2017,193.10,194.45,192.80,193.15,678794,3957
22-03-2017,192.50,193.65,191.25,192.15,207017,1834
21-03-2017,191.00,194.00,191.00,193.70,371529,3532
20-03-2017,190.00,191.70,189.80,190.65,322958,3116
17-03-2017,192.50,192.55,189.50,189.95,375524,5397
16-03-2017,193.00,193.85,191.20,191.80,1139336,5118
15-03-2017,191.60,192.85,190.50,190.70,260483,3414
14-03-2017,195.00,195.00,191.50,191.85,334414,3915
10-03-2017,189.00,192.50,188.15,191.40,488994,5271
09-03-2017,191.50,191.65,189.15,189.75,1152885,6146
08-03-2017,196.50,197.25,192.10,192.75,415016,4985
07-03-2017,194.45,196.75,193.95,196.25,1165034,9165
06-03-2017,193.50,194.65,193.05,193.80,308352,3842
03-03-2017,192.00,193.60,191.70,193.00,365358,2501
02-03-2017,195.05,195.05,192.05,192.65,282052,2558
01-03-2017,197.00,197.00,193.55,193.85,744386,6464
28-02-2017,197.30,197.90,192.70,193.40,795667,11489
27-02-2017,196.30,197.95,193.90,194.45,550434,5747
23-02-2017,196.25,196.90,194.25,195.65,513799,5104
22-02-2017,198.00,198.50,195.00,195.60,700836,6543
21-02-2017,195.85,196.75,194.50,196.25,287334,3540
20-02-2017,195.00,196.30,192.50,194.70,1020382,6354
17-02-2017,194.60,195.10,193.55,194.30,233860,3447
16-02-2017,195.95,196.15,193.80,194.10,303867,4521
15-02-2017,196.50,197.65,194.00,194.50,499276,4139
14-02-2017,192.25,196.00,192.10,195.55,1073657,7296
13-02-2017,194.00,194.45,191.00,192.10,558305,5705
10-02-2017,193.15,195.45,193.10,193.40,420904,4712
09-02-2017,195.00,196.25,192.50,192.95,382814,4963
08-02-2017,194.00,195.90,192.70,194.35,403525,5320
07-02-2017,198.50,199.40,192.80,193.30,1270907,8410
06-02-2017,202.00,202.60,198.70,199.00,942123,4796
03-02-2017,201.30,203.15,200.50,200.95,330327,4153
02-02-2017,201.90,204.50,200.30,200.90,623416,7535
01-02-2017,205.50,205.50,199.65,200.25,934242,7918
31-01-2017,210.00,212.00,201.00,202.15,2426292,19906
30-01-2017,205.95,205.95,200.70,201.65,577364,4061
27-01-2017,205.10,207.90,203.20,204.55,924024,5082
25-01-2017,202.50,204.70,202.00,204.20,342894,4076
24-01-2017,201.00,202.10,199.80,201.60,421380,2728
23-01-2017,197.50,201.60,197.50,199.80,362010,2501
20-01-2017,200.95,201.85,195.90,197.40,327957,3778
19-01-2017,198.00,201.50,197.50,201.05,540898,6452
18-01-2017,196.00,198.20,193.30,197.85,961184,6717
17-01-2017,199.00,199.75,193.45,194.90,458819,5326
16-01-2017,201.90,201.90,198.00,198.35,298680,3697
13-01-2017,203.00,204.00,200.20,201.00,694541,7611
12-01-2017,198.10,208.00,197.65,199.20,802973,5865
11-01-2017,199.90,199.95,197.00,197.55,681046,3953
10-01-2017,199.80,202.90,197.05,197.90,975044,6469
09-01-2017,204.50,205.00,197.75,198.05,285139,3160
06-01-2017,200.90,206.65,200.35,202.45,511972,5783
05-01-2017,197.00,200.05,195.35,199.65,489970,3923
04-01-2017,193.70,196.70,192.70,194.35,438589,4291
03-01-2017,192.90,193.55,191.10,192.80,258625,3148
02-01-2017,191.45,193.05,191.40,192.40,310408,2088
30-12-2016,193.80,193.80,190.40,191.45,216287,2598
29-12-2016,189.95,193.20,189.85,191.55,1450485,4110
28-12-2016,189.50,191.80,189.25,189.70,1752162,3345
27-12-2016,191.00,191.00,187.60,190.50,1710559,3342
26-12-2016,192.00,192.30,188.45,189.00,344582,2696
23-12-2016,196.25,197.35,192.60,193.00,546673,3464
22-12-2016,203.00,203.00,194.50,195.35,277286,3442
21-12-2016,199.90,202.35,199.80,201.45,594223,2158
20-12-2016,201.50,201.50,197.50,199.90,335965,2542
19-12-2016,203.50,203.60,200.50,201.45,1490006,4584
16-12-2016,207.90,208.00,201.15,201.70,327896,3729
15-12-2016,202.00,208.55,201.45,206.45,806822,8085
14-12-2016,208.67,208.67,202.83,203.70,3681609,4972
13-12-2016,210.00,210.00,205.80,207.90,676464,3977
12-12-2016,206.13,209.63,206.13,207.53,2107619,5865
09-12-2016,202.93,205.20,202.67,204.60,1331805,4324
08-12-2016,198.73,202.57,198.73,201.37,562539,5195
07-12-2016,199.90,200.20,197.37,198.20,652034,3015
06-12-2016,197.00,199.80,197.00,199.00,227461,5013
05-12-2016,193.33,197.60,192.83,196.87,425392,5108
02-12-2016,195.00,197.03,193.80,194.17,480587,4186
01-12-2016,196.40,199.10,194.03,194.80,596894,7206
30-11-2016,187.97,193.93,187.97,192.67,320253,4141
29-11-2016,189.17,191.80,187.67,189.80,783282,5250
28-11-2016,184.00,190.27,183.30,189.33,449926,4948
25-11-2016,185.33,186.50,183.73,185.50,340703,3580
24-11-2016,186.27,187.20,184.00,185.23,126994,2292
23-11-2016,186.10,187.60,184.00,186.27,834077,4538
22-11-2016,187.03,189.00,183.57,185.30,340136,5512
21-11-2016,184.00,185.33,181.70,183.80,234340,5014
18-11-2016,183.33,185.00,182.43,183.53,565428,5755
17-11-2016,184.00,185.07,180.20,182.00,327388,3512
16-11-2016,184.67,189.50,180.67,181.57,410492,6105
15-11-2016,178.77,190.27,178.77,183.87,399100,6561
11-11-2016,180.80,185.87,180.27,182.23,254252,4991
