,timestamp, Close/Last_ACTUAL, Close/Last_FORECAST
0,2020-02-29,,101.08999999765686
1,2020-03-01,,101.08999999999334
2,2020-03-02,,101.08999998748887
3,2020-03-03,,101.09
4,2020-03-04,,101.09
5,2020-03-05,,101.09
6,2020-03-06,,101.09
7,2020-03-07,,101.09
8,2020-03-08,,101.09
9,2020-03-09,,101.09
10,2020-03-10,,101.09
11,2020-03-11,,101.09
12,2020-03-12,,101.09
13,2020-03-13,,101.09
14,2020-03-14,,101.09
15,2020-03-15,,101.09
16,2020-03-16,,101.09
17,2020-03-17,,101.09
18,2020-03-18,,101.09
19,2020-03-19,,101.09
20,2020-03-20,,101.09
21,2020-03-21,,101.09
22,2020-03-22,,101.09
23,2020-03-23,,101.09
24,2020-03-24,,101.09
25,2020-03-25,,101.09
26,2020-03-26,,101.09
27,2020-03-27,,101.09
28,2020-03-28,,101.09
29,2020-03-29,,101.09
30,2020-03-30,,101.09
31,2020-03-31,,101.09
32,2020-04-01,,101.09
33,2020-04-02,,101.09
34,2020-04-03,,101.09
35,2020-04-04,,101.09
36,2020-04-05,,101.09
37,2020-04-06,,101.09
38,2020-04-07,,101.09
39,2020-04-08,,101.09
40,2020-04-09,,101.09
41,2020-04-10,,101.09
42,2020-04-11,,101.09
43,2020-04-12,,101.09
44,2020-04-13,,101.09
45,2020-04-14,,101.09
46,2020-04-15,,101.09
47,2020-04-16,,101.09
48,2020-04-17,,101.09
49,2020-04-18,,101.09
50,2020-04-19,,101.09
51,2020-04-20,,101.09
52,2020-04-21,,101.09
53,2020-04-22,,101.09
54,2020-04-23,,101.09
55,2020-04-24,,101.09
56,2020-04-25,,101.09
57,2020-04-26,,101.09
58,2020-04-27,,101.09
59,2020-04-28,,101.09
60,2020-04-29,,101.09
61,2020-04-30,,101.09
62,2020-05-01,,101.09
63,2020-05-02,,101.09
64,2020-05-03,,101.09
65,2020-05-04,,101.09
66,2020-05-05,,101.09
67,2020-05-06,,101.09
68,2020-05-07,,101.09
69,2020-05-08,,101.09
70,2020-05-09,,101.09
71,2020-05-10,,101.09
72,2020-05-11,,101.09
73,2020-05-12,,101.09
74,2020-05-13,,101.09
75,2020-05-14,,101.09
76,2020-05-15,,101.09
77,2020-05-16,,101.09
78,2020-05-17,,101.09
79,2020-05-18,,101.09
80,2020-05-19,,101.09
81,2020-05-20,,101.09
82,2020-05-21,,101.09
83,2020-05-22,,101.09
84,2020-05-23,,101.09
85,2020-05-24,,101.09
86,2020-05-25,,101.09
87,2020-05-26,,101.09
88,2020-05-27,,101.09
89,2020-05-28,,101.09
90,2020-05-29,,101.09
91,2020-05-30,,101.09
92,2020-05-31,,101.09
93,2020-06-01,,101.09
94,2020-06-02,,101.09
95,2020-06-03,,101.09
96,2020-06-04,,101.09
97,2020-06-05,,101.09
98,2020-06-06,,101.09
99,2020-06-07,,100.21661239828691
100,2020-06-08,,85.29291940909923
101,2020-06-09,,85.16433174105435
102,2020-06-10,,85.02365021677055
103,2020-06-11,,84.87297748982087
104,2020-06-12,,84.69801760940291
105,2020-06-13,,84.6189816485554
106,2020-06-14,,84.54711590648853
107,2020-06-15,,84.56963536550924
108,2020-06-16,,84.56990621136464
109,2020-06-17,,84.4287510339424
110,2020-06-18,,84.3137095839698
111,2020-06-19,,84.34559219729603
112,2020-06-20,,84.36597105815522
113,2020-06-21,,84.32192916688584
114,2020-06-22,,84.25543323829994
115,2020-06-23,,84.19046948602647
116,2020-06-24,,84.23554634865634
117,2020-06-25,,84.26463807208128
118,2020-06-26,,84.3079550908681
119,2020-06-27,,84.21261734976731
120,2020-06-28,,84.24931500052288
121,2020-06-29,,84.08969258443825
122,2020-06-30,,84.13732612726838
123,2020-07-01,,84.07969745647014
124,2020-07-02,,84.09176383559331
125,2020-07-03,,84.08757422965616
126,2020-07-04,,83.94435826855153
127,2020-07-05,,84.04779914193489
128,2020-07-06,,84.19531985117607
129,2020-07-07,,84.17068203737327
130,2020-07-08,,84.06928886333145
131,2020-07-09,,83.98113573378623
132,2020-07-10,,83.92757367612124
133,2020-07-11,,83.91899819913432
134,2020-07-12,,84.01658252155744
135,2020-07-13,,84.04084481477813
136,2020-07-14,,84.00927230032981
137,2020-07-15,,83.82538628259042
138,2020-07-16,,83.8138066409465
139,2020-07-17,,83.76094067021423
140,2020-07-18,,83.78517286945097
141,2020-07-19,,83.70767824395449
142,2020-07-20,,83.54654589493686
143,2020-07-21,,83.53172657050081
144,2020-07-22,,83.50496778504774
145,2020-07-23,,83.53125684266463
146,2020-07-24,,83.59428672936187
147,2020-07-25,,83.63177205743604
148,2020-07-26,,83.69706422666461
149,2020-07-27,,83.86480809310899
150,2020-07-28,,84.00422828693577
151,2020-07-29,,84.12552012652793
152,2020-07-30,,84.09130850053207
153,2020-07-31,,84.30552532877401
154,2020-08-01,,84.27517096645795
155,2020-08-02,,84.38053000420854
156,2020-08-03,,84.38207788172998
157,2020-08-04,,84.45258939451986
158,2020-08-05,,84.43997478151545
159,2020-08-06,,84.58591751925127
160,2020-08-07,,84.69433175058812
161,2020-08-08,,84.72041276718565
162,2020-08-09,,84.81427066933736
163,2020-08-10,,84.8110663142655
164,2020-08-11,,84.7867242065657
165,2020-08-12,,84.77743955830522
166,2020-08-13,,84.87042735179105
167,2020-08-14,,84.80081735008508
168,2020-08-15,,84.66502675240748
169,2020-08-16,,84.59893905525581
170,2020-08-17,,84.68344557900876
171,2020-08-18,,84.72375058253408
172,2020-08-19,,84.81604621438943
173,2020-08-20,,84.87655998234303
174,2020-08-21,,84.74789642512128
175,2020-08-22,,84.80061323436797
176,2020-08-23,,84.65088650526107
177,2020-08-24,,84.81287980390601
178,2020-08-25,,84.86174196634107
179,2020-08-26,,84.74659715007581
180,2020-08-27,,84.85366107743792
181,2020-08-28,,84.82816623931006
182,2020-08-29,,84.7518753731709
183,2020-08-30,,84.61050168725663
184,2020-08-31,,84.62981940807364
185,2020-09-01,,84.61905361243002
186,2020-09-02,,84.57017574878596
187,2020-09-03,,84.58034751535543
188,2020-09-04,,84.67038740684987
189,2020-09-05,,84.67348316189275
190,2020-09-06,,84.71849460281842
191,2020-09-07,,84.78629504018613
192,2020-09-08,,84.91990055294335
193,2020-09-09,,85.02247524296307
194,2020-09-10,,84.96762830302752
195,2020-09-11,,84.97036162182913
196,2020-09-12,,84.91293444987983
197,2020-09-13,,84.81346205707342
198,2020-09-14,,84.88199783439637
199,2020-09-15,,84.91103329515569
200,2020-09-16,,85.00361547407546
201,2020-09-17,,85.01041933131256
202,2020-09-18,,85.01354125503713
203,2020-09-19,,85.02448238084801
204,2020-09-20,,85.02483304118253
205,2020-09-21,,85.01733571388088
206,2020-09-22,,85.01148832195923
207,2020-09-23,,85.01615419790298
208,2020-09-24,,85.0147489396967
209,2020-09-25,,85.01596578339488
210,2020-09-26,,85.0152749301985
211,2020-09-27,,85.01408687205017
212,2020-09-28,,85.01135747855082
213,2020-09-29,,85.01165841839016
214,2020-09-30,,85.02231168870256
215,2020-10-01,,85.01532988443003
216,2020-10-02,,85.01178141119406
217,2020-10-03,,85.01654280282594
218,2020-10-04,,85.01722318854965
219,2020-10-05,,85.0211746594835
220,2020-10-06,,85.01362761168667
221,2020-10-07,,85.01279937291146
222,2020-10-08,,85.01367209844553
223,2020-10-09,,85.01221057757363
224,2020-10-10,,85.0165872895848
225,2020-10-11,,85.01595531592221
226,2020-10-12,,85.01166626899466
227,2020-10-13,,85.00972455281392
228,2020-10-14,,85.0053190552529
229,2020-10-15,,85.01755814767517
230,2020-10-16,,85.01981650490426
231,2020-10-17,,85.02323151786365
232,2020-10-18,,85.02574763660729
233,2020-10-19,,85.02525566539168
234,2020-10-20,,85.03007070282102
235,2020-10-21,,85.03455732329525
236,2020-10-22,,85.03739793369175
237,2020-10-23,,85.03340590130128
238,2020-10-24,,85.03331823621765
239,2020-10-25,,85.03018453658633
240,2020-10-26,,85.03259336373509
241,2020-10-27,,85.0313281079758
242,2020-10-28,,85.03118418022655
243,2020-10-29,,85.02488276167773
244,2020-10-30,,85.02587455471345
245,2020-10-31,,85.02879497958907
246,2020-11-01,,85.03011911488213
247,2020-11-02,,85.02956564726458
248,2020-11-03,,85.02616110177786
249,2020-11-04,,85.02706522972994
250,2020-11-05,,85.01702823187114
251,2020-11-06,,85.01531418322102
252,2020-11-07,,85.01246572222001
253,2020-11-08,,85.00954268047624
254,2020-11-09,,85.01020474812277
255,2020-11-10,,85.00690749423094
256,2020-11-11,,85.01712505599335
257,2020-11-12,,85.01416537809521
258,2020-11-13,,85.0119266473774
259,2020-11-14,,85.01224852216207
260,2020-11-15,,85.01405023589581
261,2020-11-16,,85.01377677317225
262,2020-11-17,,85.01139149783701
263,2020-11-18,,85.01137841349617
264,2020-11-19,,85.00814003913813
265,2020-11-20,,85.00095150228032
266,2020-11-21,,85.00170385187864
267,2020-11-22,,85.00854041996784
268,2020-11-23,,85.00790321256892
269,2020-11-24,,85.00984492874966
270,2020-11-25,,85.0057377541598
271,2020-11-26,,85.0071246942889
272,2020-11-27,,85.00706319788695
273,2020-11-28,,85.00447773213685
274,2020-11-29,,85.01364854663201
275,2020-11-30,,85.0145932360407
276,2020-12-01,,85.01508913255856
